cbsa15,cbsaname15,pop_acs16,median_age,in_migration_from_diff_msa,per_capita_income,aggr_income_billion,percent_in_labor_force,percent_employed,income_above_poverty_line,households_not_receiving_food_stamp_snap,bachelors_degree_or_higher,internet_subscription,broadband_subscription,research_universities,male_female_ratio,gmp_billion_usd,cagr01to15,cagr10to15,inc5000_count,inc5000_per1M,fortune1000_count,fortune1000_per1M,restaurants_count,restaurants_per10K,gini,patents_count,patents_per10K,fips_state,state_abbr,state_name,census_region,lon,lat,unicorns_count,unicorns_per1M
36220,"Odessa, TX Metro Area",157462,30.4,0.03,28299,4.46,0.7,0.88,0.87,0.85,0.15,0.82,0.61,0,1.04,8.7,0.055340429,0.080239173,0,0,0,0,83,5.4,0.44,177,12,48,TX,Texas,South,-102.385795,31.864941,0,0
36260,"Ogden-Clearfield, UT Metro Area",656061,31.6,0.04,27160,17.82,0.68,0.97,0.92,0.93,0.31,0.87,0.71,0,1.02,22.2,0.02623945,0.019586039,31,49,2,3,246,3.9,0.4,1987,31,49,UT,Utah,West,-111.97901,41.147643,1,1.58
36420,"Oklahoma City, OK Metro Area",1373211,35,0.03,28253,38.8,0.65,0.95,0.85,0.88,0.31,0.83,0.64,1,0.97,69.7,0.028740514,0.042696999,78,58,10,7,854,6.4,0.46,2204,16,40,OK,Oklahoma,South,-97.517838,35.450109,0,0
36500,"Olympia-Tumwater, WA Metro Area",275222,39.5,0.09,31582,8.69,0.61,0.92,0.9,0.88,0.35,0.88,0.77,0,0.96,9.6,0.015926649,0.009747888,1,4,0,0,174,6.5,0.4,518,19,53,WA,Washington,West,-122.841,46.999073,0,0
36540,"Omaha-Council Bluffs, NE-IA Metro Area",924495,35.6,0.03,32031,29.61,0.7,0.96,0.9,0.91,0.38,0.84,0.71,1,0.98,52.5,0.020698806,0.02105411,60,66,19,21,612,6.8,0.44,1758,19,31,NE,Nebraska,Midwest,-96.031505,41.240784,0,0
36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2441257,37,0.05,26918,65.71,0.64,0.94,0.85,0.85,0.32,0.86,0.74,1,0.96,109.2,0.02154232,0.016224061,169,73,11,5,1692,7.3,0.47,5050,22,12,FL,Florida,South,-81.420795,28.560262,0,0
36780,"Oshkosh-Neenah, WI Metro Area",169886,38.6,0.07,31123,5.29,0.65,0.97,0.88,0.91,0.3,0.85,0.72,0,1.03,8.8,0.016356458,0.012751559,4,24,8,47,116,6.8,0.44,1888,111,55,WI,Wisconsin,Midwest,-88.539995,44.100644,0,0
36980,"Owensboro, KY Metro Area",119706,39.2,0.03,26807,3.21,0.61,0.94,0.83,0.89,0.24,0.81,0.62,0,0.95,5.2,0.021988885,0.029949561,1,9,0,0,75,6.4,0.43,124,11,21,KY,Kentucky,South,-87.083642,37.737233,0,0
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",849738,37.7,0.03,35298,29.99,0.66,0.95,0.91,0.93,0.33,0.87,0.77,0,0.98,42.5,0.023794716,0.015797058,56,66,8,9,573,6.8,0.44,7721,91,6,CA,California,West,-119.025017,34.241989,0,0
37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",579130,47.3,0.05,29079,16.84,0.53,0.94,0.85,0.89,0.3,0.87,0.77,1,0.95,18.1,0.017594712,-0.00316192,15,27,2,4,452,8.1,0.45,5335,96,12,FL,Florida,South,-80.69111,28.232195,0,0
37460,"Panama City, FL Metro Area",200893,40.4,0.05,25901,5.2,0.59,0.94,0.85,0.87,0.23,0.84,0.67,0,1.02,7.1,0.01817198,-0.001325591,1,5,0,0,191,9.8,0.44,418,21,12,FL,Florida,South,-85.625789,30.188174,0,0
37620,"Parkersburg-Vienna, WV Metro Area",90554,43.1,0.02,26959,2.44,0.54,0.94,0.82,0.83,0.27,0.8,0.69,0,0.93,3.2,-0.002512494,-0.000924501,1,11,0,0,61,6.6,0.46,325,35,54,WV,West Virginia,South,-81.521843,39.253,0,0
37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",485684,38.3,0.06,26485,12.86,0.59,0.94,0.87,0.86,0.28,0.87,0.74,1,1,14.4,0.007649404,0.005573728,11,23,0,0,258,5.4,0.44,593,13,12,FL,Florida,South,-87.194632,30.506986,0,0
37900,"Peoria, IL Metro Area",376044,39.6,0.02,30512,11.47,0.63,0.94,0.89,0.88,0.3,0.8,0.6,0,0.96,18.1,0.01678176,0.001109819,7,18,6,16,309,8.1,0.44,3321,87,17,IL,Illinois,Midwest,-89.557616,40.711432,0,0
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6070500,38.6,0.02,35292,214.24,0.65,0.94,0.87,0.87,0.39,0.84,0.74,9,0.94,368.2,0.014011911,0.013138673,498,82,101,17,4050,6.7,0.48,32455,54,42,PA,Pennsylvania,Northeast,-75.243209,39.976657,0,0
38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4661537,36.5,0.04,29653,138.23,0.62,0.94,0.85,0.89,0.31,0.85,0.71,6,0.99,197.9,0.018608296,0.017996286,328,73,36,8,2331,5.2,0.46,20933,47,4,AZ,Arizona,West,-112.000978,33.454574,0,0
38220,"Pine Bluff, AR Metro Area",94071,39.2,0.04,19148,1.8,0.46,0.93,0.78,0.81,0.15,0.62,0.36,0,1.1,2.7,-0.007680302,-0.023161179,0,0,0,0,36,3.8,0.48,25,3,5,AR,Arkansas,South,-92.008086,34.169487,0,0
38300,"Pittsburgh, PA Metro Area",2342299,43.1,0.02,32582,76.32,0.63,0.95,0.89,0.88,0.39,0.82,0.71,4,0.95,130.2,0.012485545,0.023620153,115,49,43,18,1820,7.7,0.47,10907,46,42,PA,Pennsylvania,Northeast,-79.919918,40.436134,0,0
38340,"Pittsfield, MA Metro Area",126903,46.7,0.03,33130,4.2,0.64,0.94,0.9,0.87,0.33,0.84,0.71,0,0.92,5.6,0.001690674,0.013481254,1,8,0,0,218,16.9,0.47,371,29,25,MA,Massachusetts,Northeast,-73.216435,42.460782,0,0
38540,"Pocatello, ID Metro Area",84377,34,0.05,23951,2.02,0.6,0.94,0.83,0.84,0.27,0.86,0.67,1,0.97,2.3,0.006543287,-0.008001717,1,12,0,0,57,6.8,0.44,145,17,16,ID,Idaho,West,-112.423771,42.869212,0,0
38860,"Portland-South Portland, ME Metro Area",529657,43.7,0.04,34869,18.47,0.66,0.97,0.91,0.9,0.4,0.86,0.75,0,0.94,25.9,0.009375746,0.002883801,34,65,5,10,648,12.4,0.45,1831,35,23,ME,Maine,Northeast,-70.40409,43.638145,0,0
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2425325,37.8,0.04,35290,85.59,0.67,0.95,0.89,0.86,0.4,0.89,0.76,1,0.98,148.7,0.039243622,0.010500401,183,78,14,6,2223,9.5,0.45,25717,110,41,OR,Oregon,West,-122.677088,45.511352,0,0
38940,"Port St. Lucie, FL Metro Area",465208,47.4,0.06,28041,13.04,0.53,0.95,0.84,0.89,0.23,0.82,0.7,0,0.95,11.1,0.017687273,0.000884111,6,14,0,0,328,7.4,0.49,1265,28,12,FL,Florida,South,-80.315654,27.271217,0,0
39140,"Prescott, AZ Metro Area",225562,53.1,0.07,28396,6.41,0.47,0.95,0.87,0.9,0.2,0.81,0.63,2,0.97,4.6,0.013145788,0.00840006,6,27,0,0,203,9.3,0.44,361,16,4,AZ,Arizona,West,-112.267662,34.629015,0,0
39300,"Providence-Warwick, RI-MA Metro Area",1614750,40.4,0.03,33148,53.53,0.65,0.94,0.88,0.84,0.34,0.83,0.73,3,0.94,70.6,0.010549259,0.010296237,67,42,20,12,1566,9.7,0.47,6954,43,44,RI,Rhode Island,Northeast,-71.333584,41.767176,0,0
39340,"Provo-Orem, UT Metro Area",602543,24.7,0.06,23217,13.99,0.69,0.96,0.88,0.93,0.38,0.86,0.75,1,1.03,18.6,0.042428945,0.041967979,129,226,6,10,180,3.1,0.42,3720,65,49,UT,Utah,West,-111.734847,40.262197,3,5.25
39380,"Pueblo, CO Metro Area",165123,39.1,0.03,23420,3.87,0.56,0.93,0.8,0.84,0.22,0.78,0.61,0,0.98,4.3,0.002863308,0.008135408,0,0,0,0,131,8.1,0.45,150,9,8,CO,Colorado,West,-104.645129,38.263685,0,0
39460,"Punta Gorda, FL Metro Area",178465,58.5,0.07,29808,5.32,0.41,0.91,0.87,0.92,0.2,0.85,0.73,0,0.96,3.4,0.004767721,0.012959441,3,18,0,0,120,7.1,0.44,272,16,12,FL,Florida,South,-82.119939,26.954793,0,0
39540,"Racine, WI Metro Area",195140,40,0.06,28049,5.47,0.63,0.95,0.86,0.83,0.24,0.84,0.7,0,0.98,6.8,-0.002868179,-0.007170227,7,36,2,10,137,7,0.43,1327,68,55,WI,Wisconsin,Midwest,-87.926099,42.734944,0,0
39580,"Raleigh, NC Metro Area",1302946,36.4,0.05,35661,46.46,0.7,0.95,0.9,0.92,0.5,0.88,0.8,1,0.95,68.1,0.031977282,0.031916748,128,103,7,6,850,6.8,0.45,15950,128,37,NC,North Carolina,South,-78.616208,35.775247,0,0
39660,"Rapid City, SD Metro Area",143367,38.7,0.04,27508,3.94,0.67,0.94,0.85,0.88,0.29,0.84,0.72,0,1.01,5.7,0.021907871,0.016277411,0,0,0,0,135,9.4,0.43,133,9,46,SD,South Dakota,Midwest,-103.246477,44.088725,0,0
39740,"Reading, PA Metro Area",414812,40.1,0.03,29321,12.16,0.65,0.94,0.86,0.86,0.27,0.84,0.72,0,0.97,15.8,0.009103555,0.012041077,19,46,3,7,283,6.8,0.43,1157,28,42,PA,Pennsylvania,Northeast,-75.908726,40.364227,0,0
39820,"Redding, CA Metro Area",179631,42.1,0.03,26455,4.75,0.53,0.94,0.83,0.9,0.22,0.79,0.63,0,0.97,5.3,0.00410549,0.008797868,4,22,0,0,121,6.7,0.45,200,11,6,CA,California,West,-122.299786,40.580269,0,0
39900,"Reno, NV Metro Area",457387,38.5,0.05,32443,14.84,0.66,0.94,0.88,0.89,0.27,0.83,0.71,1,1.02,19.9,0.007030234,0.012025497,17,38,6,14,320,7.2,0.47,3195,72,32,NV,Nevada,West,-119.79386,39.53418,0,0
40060,"Richmond, VA Metro Area",1282066,39,0.04,34250,43.91,0.66,0.94,0.88,0.91,0.39,0.82,0.68,1,0.94,65.9,0.008519156,0.012174137,84,67,28,22,956,7.6,0.45,3003,24,51,VA,Virginia,South,-77.487647,37.505973,0,0
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4527837,34.4,0.04,24152,109.36,0.6,0.92,0.84,0.86,0.21,0.85,0.7,2,0.99,125.5,0.017429842,0.019773192,74,17,9,2,2056,4.6,0.44,6063,14,6,CA,California,West,-117.206547,33.98822,0,0
40220,"Roanoke, VA Metro Area",312576,42.5,0.03,28752,8.99,0.61,0.94,0.86,0.9,0.26,0.77,0.63,0,0.93,12.9,0.004066003,-0.0011699,7,22,1,3,272,8.7,0.44,894,29,51,VA,Virginia,South,-79.950546,37.250857,0,0
40340,"Rochester, MN Metro Area",215884,38.5,0.03,35471,7.66,0.71,0.96,0.91,0.93,0.39,0.85,0.7,1,0.97,10.3,0.021468283,0.01230972,5,23,0,0,174,8.2,0.44,5907,278,27,MN,Minnesota,Midwest,-92.439986,44.019835,0,0
40380,"Rochester, NY Metro Area",1078879,40.1,0.03,30402,32.8,0.63,0.95,0.86,0.86,0.35,0.84,0.71,3,0.95,49.3,0.004550341,0.001548247,73,67,9,8,864,8,0.45,20239,187,36,NY,New York,Northeast,-77.561166,43.100879,0,0
40420,"Rockford, IL Metro Area",339376,39.7,0.03,27321,9.27,0.64,0.91,0.85,0.8,0.22,0.83,0.65,0,0.97,13.3,0.005623607,0.011329274,9,26,0,0,228,6.7,0.45,1553,45,17,IL,Illinois,Midwest,-89.029647,42.30509,0,0
40580,"Rocky Mount, NC Metro Area",147323,41.4,0.05,22595,3.33,0.6,0.93,0.82,0.75,0.18,0.68,0.52,0,0.95,5.6,-0.002533569,-0.022323724,1,7,0,0,78,5.2,0.46,98,7,37,NC,North Carolina,South,-77.824567,35.931204,0,0
40660,"Rome, GA Metro Area",96560,38.7,0.04,25973,2.51,0.6,0.94,0.87,0.84,0.24,0.8,0.61,0,0.95,3.3,-0.000459103,0.004104105,4,42,0,0,64,6.7,0.46,85,9,13,GA,Georgia,South,-85.183155,34.255797,0,0
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2296418,37.3,0.05,32896,75.54,0.61,0.94,0.85,0.91,0.33,0.87,0.73,1,0.96,106.2,0.019390634,0.022902211,69,31,7,3,1529,6.8,0.46,7717,34,6,CA,California,West,-121.326757,38.631388,0,0
40980,"Saginaw, MI Metro Area",192326,41,0.02,25045,4.82,0.57,0.93,0.83,0.83,0.25,0.78,0.61,0,0.96,6.9,-0.007585363,-0.00243326,3,15,0,0,101,5.2,0.45,758,39,26,MI,Michigan,Midwest,-83.99374,43.398201,0,0
41060,"St. Cloud, MN Metro Area",195644,35.2,0.05,28311,5.54,0.71,0.96,0.89,0.91,0.27,0.84,0.66,0,1.02,8.4,0.014484837,0.020270857,7,36,0,0,140,7.3,0.42,302,16,27,MN,Minnesota,Midwest,-94.308326,45.573226,0,0
41100,"St. George, UT Metro Area",160245,35.9,0.08,25692,4.12,0.57,0.94,0.87,0.94,0.27,0.85,0.69,0,0.99,4.1,0.038733298,0.034920739,5,33,2,13,86,5.7,0.43,221,15,49,UT,Utah,West,-113.519704,37.135163,0,0
41140,"St. Joseph, MO-KS Metro Area",127528,39.1,0.05,24817,3.16,0.58,0.96,0.84,0.87,0.22,0.74,0.55,0,1.09,5,0.017473083,0.0086326,2,16,0,0,73,5.7,0.43,149,12,29,MO,Missouri,Midwest,-94.788509,39.783315,0,0
41180,"St. Louis, MO-IL Metro Area",2807954,39.2,0.02,33160,93.11,0.65,0.95,0.89,0.89,0.36,0.83,0.69,5,0.94,138.5,0.007205552,0.009393029,153,55,56,20,2096,7.5,0.46,10290,37,29,MO,Missouri,Midwest,-90.35156,38.654261,0,0
41420,"Salem, OR Metro Area",418139,36.5,0.05,25585,10.7,0.61,0.95,0.87,0.83,0.23,0.84,0.68,0,0.95,12.5,0.009954232,0.001908503,4,10,0,0,284,7,0.42,614,15,41,OR,Oregon,West,-123.004297,44.953671,0,0
41500,"Salinas, CA Metro Area",435232,34,0.05,27146,11.81,0.61,0.95,0.87,0.93,0.23,0.81,0.61,1,1.04,19.3,0.010373685,0.013602817,6,14,1,2,348,8.1,0.46,992,23,6,CA,California,West,-121.646434,36.611722,0,0
41540,"Salisbury, MD-DE Metro Area",400200,44.9,0.04,29582,11.84,0.57,0.95,0.86,0.88,0.25,0.79,0.62,1,0.96,14.3,0.018605504,0.010983411,11,28,0,0,521,13.4,0.44,123,3,10,DE,Delaware,South,-75.425413,38.498462,0,0
41620,"Salt Lake City, UT Metro Area",1186187,32.6,0.05,29885,35.45,0.71,0.96,0.91,0.93,0.33,0.85,0.7,1,1.01,70.2,0.023343358,0.023242038,139,121,10,9,647,5.6,0.43,6690,58,49,UT,Utah,West,-111.947185,40.641744,0,0
41660,"San Angelo, TX Metro Area",120189,33.9,0.09,27435,3.3,0.66,0.96,0.88,0.89,0.24,0.76,0.62,0,0.98,4.5,0.019888978,0.035681397,1,8,0,0,73,6.2,0.47,39,3,48,TX,Texas,South,-100.465579,31.449618,0,0
41700,"San Antonio-New Braunfels, TX Metro Area",2429609,34.6,0.03,26728,64.94,0.64,0.94,0.85,0.88,0.29,0.81,0.63,1,0.98,100.5,0.030981251,0.045973744,86,37,18,8,1499,6.4,0.46,4341,19,48,TX,Texas,South,-98.494545,29.490713,0,0
41740,"San Diego-Carlsbad, CA Metro Area",3317749,35.7,0.03,34328,113.89,0.65,0.94,0.88,0.93,0.38,0.89,0.78,4,1.01,198.6,0.021836394,0.02638316,352,108,20,6,2403,7.4,0.47,45465,139,6,CA,California,West,-117.113136,32.883261,1,0.31
41860,"San Francisco-Oakland-Hayward, CA Metro Area",4679166,38.8,0.04,49579,231.99,0.67,0.95,0.91,0.94,0.51,0.89,0.8,4,0.98,378.8,0.019112918,0.030717931,616,134,83,18,4972,10.8,0.49,89981,196,6,CA,California,West,-122.212105,37.764033,37,8.05
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1978816,37,0.04,48995,96.95,0.67,0.95,0.91,0.95,0.53,0.91,0.82,1,1.02,223.1,0.041780069,0.063412065,226,116,107,55,1636,8.4,0.47,143919,737,6,CA,California,West,-121.895273,37.300913,14,7.17
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",282887,38.8,0.07,34444,9.74,0.6,0.96,0.89,0.96,0.35,0.86,0.71,0,1.02,12.1,0.0202578,0.018718802,17,61,0,0,318,11.4,0.46,1190,43,6,CA,California,West,-120.667817,35.342391,0,0
42100,"Santa Cruz-Watsonville, CA Metro Area",274673,37.4,0.07,38575,10.6,0.64,0.94,0.86,0.91,0.4,0.88,0.76,1,0.98,10.6,-0.002918084,0.022438586,15,55,2,7,251,9.2,0.47,7719,284,6,CA,California,West,-121.936794,36.985172,0,0
42140,"Santa Fe, NM Metro Area",148651,46,0.03,36316,5.4,0.59,0.96,0.86,0.91,0.38,0.78,0.61,0,0.95,6.7,0.006861041,-0.002039205,1,7,1,7,155,10.5,0.48,613,41,35,NM,New Mexico,West,-106.004873,35.630806,0,0
42200,"Santa Maria-Santa Barbara, CA Metro Area",446170,33.8,0.05,31217,13.93,0.65,0.94,0.86,0.92,0.3,0.87,0.74,2,1,22.7,0.019400326,0.023853183,35,79,8,18,376,8.5,0.48,4130,94,6,CA,California,West,-120.093457,34.639262,1,2.27
42220,"Santa Rosa, CA Metro Area",503070,42.1,0.04,37581,18.91,0.65,0.95,0.91,0.93,0.32,0.88,0.74,0,0.95,23.5,0.011692265,0.030859514,20,40,0,0,503,10.1,0.46,3125,62,6,CA,California,West,-122.720662,38.41408,0,0
42340,"Savannah, GA Metro Area",384024,35.7,0.06,30575,11.74,0.67,0.93,0.86,0.87,0.31,0.85,0.71,0,0.93,15,0.019074721,0.025062914,8,21,0,0,356,9.6,0.45,319,9,13,GA,Georgia,South,-81.174191,32.069537,0,0
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",555225,42.7,0.03,27032,15.01,0.6,0.94,0.86,0.83,0.27,0.76,0.63,0,0.95,21,0.006527799,0.0077431,11,20,3,5,549,9.8,0.45,910,16,42,PA,Pennsylvania,Northeast,-75.818067,41.308651,0,0
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3798902,37.1,0.04,41584,157.98,0.68,0.95,0.9,0.9,0.43,0.9,0.81,2,1,283.6,0.025701707,0.028433841,351,96,42,11,3215,8.8,0.45,45055,123,53,WA,Washington,West,-122.263425,47.542018,2,0.54
42680,"Sebastian-Vero Beach, FL Metro Area",151563,53,0.06,32024,4.85,0.44,0.94,0.88,0.92,0.23,0.83,0.74,0,0.92,4.4,0.017510163,0.015927597,3,21,0,0,106,7.3,0.53,291,20,12,FL,Florida,South,-80.440607,27.671828,0,0
42700,"Sebring, FL Metro Area",100917,54.4,0.07,20913,2.11,0.42,0.85,0.81,0.84,0.11,0.71,0.53,0,0.9,1.7,0.006864361,-0.011607698,0,0,0,0,57,5.8,0.46,0,0,12,FL,Florida,South,-81.442618,27.460415,0,0
43100,"Sheboygan, WI Metro Area",115427,41.5,0.02,29409,3.39,0.67,0.97,0.95,0.91,0.27,0.81,0.67,0,1.02,5.9,0.010430613,0.018402073,3,26,0,0,96,8.3,0.41,657,57,55,WI,Wisconsin,Midwest,-87.820228,43.733217,0,0
43300,"Sherman-Denison, TX Metro Area",128235,40,0.05,25852,3.32,0.62,0.94,0.87,0.89,0.19,0.76,0.54,0,0.96,3.6,0.018064132,0.012557199,0,0,0,0,76,6.2,0.45,266,22,48,TX,Texas,South,-96.624649,33.649486,0,0
43340,"Shreveport-Bossier City, LA Metro Area",441767,36.7,0.02,24455,10.8,0.59,0.93,0.76,0.82,0.23,0.68,0.48,0,0.94,19.3,0.006927083,-0.015165718,7,16,0,0,248,5.6,0.49,334,8,22,LA,Louisiana,South,-93.717974,32.493432,0,0
43420,"Sierra Vista-Douglas, AZ Metro Area",125770,40.8,0.09,23220,2.92,0.49,0.92,0.77,0.82,0.23,0.78,0.6,0,1.01,3.5,0.003865958,-0.033883057,2,16,0,0,98,7.7,0.45,0,0,4,AZ,Arizona,West,-110.063145,31.607358,0,0
43580,"Sioux City, IA-NE-SD Metro Area",167947,36.9,0.03,28014,4.7,0.69,0.96,0.88,0.88,0.22,0.79,0.6,0,0.99,8.1,0.014505087,0.013310094,2,12,3,18,136,8.1,0.44,473,28,19,IA,Iowa,Midwest,-96.374679,42.534942,0,0
43620,"Sioux Falls, SD Metro Area",256479,35.1,0.03,31776,8.15,0.75,0.97,0.91,0.92,0.37,0.87,0.73,0,1,16.3,0.031407268,0.027784633,6,24,3,12,165,6.6,0.43,403,16,46,SD,South Dakota,Midwest,-96.764139,43.526733,0,0
43780,"South Bend-Mishawaka, IN-MI Metro Area",320740,37.8,0.04,25605,8.21,0.61,0.93,0.85,0.88,0.28,0.76,0.61,1,0.95,12.4,0.007902094,0.000599152,10,31,0,0,222,7,0.46,1337,42,18,IN,Indiana,Midwest,-86.197855,41.710878,0,0
43900,"Spartanburg, SC Metro Area",329136,38.6,0.05,24640,8.11,0.61,0.95,0.83,0.86,0.22,0.77,0.58,0,0.94,12.6,0.014587118,0.020247341,7,22,0,0,223,6.9,0.45,1007,31,45,SC,South Carolina,South,-81.965527,34.941396,0,0
44060,"Spokane-Spokane Valley, WA Metro Area",556264,37.9,0.06,28179,15.68,0.6,0.94,0.87,0.84,0.29,0.85,0.69,0,0.99,20.6,0.01426939,0.011436491,15,28,3,6,352,6.5,0.45,1191,22,53,WA,Washington,West,-117.403515,47.745444,0,0
44100,"Springfield, IL Metro Area",208892,40.1,0.03,31439,6.57,0.63,0.93,0.86,0.88,0.36,0.82,0.66,0,0.94,8.9,-0.003583773,0.001583181,4,19,0,0,188,8.9,0.45,357,17,17,IL,Illinois,Midwest,-89.661711,39.786329,0,0
44140,"Springfield, MA Metro Area",630283,38.4,0.04,28520,17.98,0.62,0.93,0.84,0.83,0.32,0.81,0.7,2,0.92,22.6,0.004791252,0.002767776,8,13,3,5,488,7.8,0.47,1988,32,25,MA,Massachusetts,Northeast,-72.574823,42.173386,0,0
44180,"Springfield, MO Metro Area",456434,36.6,0.04,24324,11.1,0.61,0.96,0.84,0.89,0.28,0.8,0.56,0,0.97,16.5,0.016069831,0.012765958,19,42,7,15,330,7.3,0.44,470,10,29,MO,Missouri,Midwest,-93.264537,37.216164,0,0
44220,"Springfield, OH Metro Area",134786,41.9,0.04,24990,3.37,0.61,0.93,0.84,0.82,0.18,0.8,0.64,0,0.92,3.8,-0.00574019,0.013145697,5,37,0,0,55,4,0.44,206,15,39,OH,Ohio,Midwest,-83.832278,39.927147,0,0
44300,"State College, PA Metro Area",161464,31.7,0.13,31158,5.03,0.57,0.95,0.82,0.93,0.52,0.86,0.73,1,1.12,7.3,0.023771352,0.022984723,6,38,0,0,95,6,0.47,988,62,42,PA,Pennsylvania,Northeast,-77.838198,40.841087,0,0
44420,"Staunton-Waynesboro, VA Metro Area",121247,44,0.05,27590,3.35,0.6,0.96,0.89,0.92,0.27,0.76,0.54,0,0.93,4.4,0.00177629,-0.002838651,1,8,0,0,78,6.5,0.44,0,0,51,VA,Virginia,South,-79.017309,38.124065,0,0
44700,"Stockton-Lodi, CA Metro Area",733709,34.3,0.05,24934,18.29,0.6,0.91,0.86,0.84,0.17,0.81,0.66,1,0.99,22,0.017346881,0.019250432,1,1,0,0,331,4.6,0.45,880,12,6,CA,California,West,-121.298079,37.931805,0,0
44940,"Sumter, SC Metro Area",107396,36.1,0.05,22109,2.37,0.59,0.88,0.79,0.78,0.21,0.73,0.61,0,0.95,3.3,0.008090682,0.017974801,0,0,0,0,51,4.7,0.44,55,5,45,SC,South Carolina,South,-80.387317,33.929411,0,0
45060,"Syracuse, NY Metro Area",656510,39.1,0.04,29857,19.6,0.62,0.95,0.85,0.85,0.33,0.79,0.69,2,0.95,28.4,0.006874147,-0.001980574,22,33,2,3,505,7.6,0.45,2738,41,36,NY,New York,Northeast,-76.144436,43.117848,0,0
45220,"Tallahassee, FL Metro Area",380110,33.4,0.07,26996,10.26,0.61,0.93,0.82,0.87,0.39,0.84,0.72,2,0.95,13.1,-0.001781323,-0.003789761,9,24,0,0,234,6.2,0.48,779,21,12,FL,Florida,South,-84.299327,30.460813,0,0
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3032171,42.3,0.04,29616,89.8,0.59,0.94,0.86,0.86,0.31,0.84,0.73,2,0.94,120.3,0.01722004,0.019697826,223,76,13,4,2040,7,0.48,6810,23,12,FL,Florida,South,-82.533881,28.031654,0,0
45460,"Terre Haute, IN Metro Area",169518,38.3,0.05,23436,3.97,0.57,0.96,0.85,0.86,0.23,0.79,0.59,1,1.03,5.9,0.008416706,-0.010037664,2,12,0,0,130,7.6,0.45,145,8,18,IN,Indiana,Midwest,-87.352132,39.445978,0,0
45500,"Texarkana, TX-AR Metro Area",149721,38.3,0.02,24098,3.61,0.54,0.94,0.79,0.86,0.17,0.7,0.51,0,1.02,4.6,0.007334065,-0.009696247,0,0,0,0,85,5.7,0.47,71,5,48,TX,Texas,South,-94.13992,33.449205,0,0
45540,"The Villages, FL Metro Area",123996,67.3,0.07,30697,3.81,0.23,0.97,0.9,0.95,0.18,0.87,0.75,0,0.98,2.1,0.059634023,0.030708257,0,0,0,0,51,4.5,0.43,0,0,12,FL,Florida,South,-82.035415,28.825769,0,0
45780,"Toledo, OH Metro Area",605221,37.3,0.03,28242,17.09,0.64,0.94,0.82,0.84,0.28,0.83,0.66,2,0.96,30,0.010133754,0.025934298,24,40,13,21,477,7.9,0.47,2255,37,39,OH,Ohio,Midwest,-83.645935,41.605528,0,0
45820,"Topeka, KS Metro Area",233068,39.6,0.03,29151,6.79,0.64,0.96,0.9,0.92,0.31,0.73,0.54,0,0.96,8.7,-0.002220541,-0.005917975,1,4,7,30,144,6.2,0.43,157,7,20,KS,Kansas,Midwest,-95.697617,39.045968,0,0
45940,"Trenton, NJ Metro Area",371023,38.5,0.05,40963,15.2,0.64,0.93,0.89,0.9,0.45,0.79,0.7,1,0.96,27.4,0.018042996,0.013971427,14,38,7,19,259,7,0.49,5918,159,34,NJ,New Jersey,Northeast,-74.700333,40.255567,0,0
46060,"Tucson, AZ Metro Area",1016206,38.3,0.05,26700,27.13,0.58,0.92,0.82,0.86,0.3,0.86,0.69,0,0.97,32.5,0.008964035,-0.001526519,21,21,0,0,627,6.2,0.47,7014,70,4,AZ,Arizona,West,-110.960036,32.216708,0,0
46140,"Tulsa, OK Metro Area",987958,36.9,0.02,28151,27.81,0.64,0.94,0.85,0.88,0.28,0.82,0.62,1,0.96,51.6,0.021019261,0.030741992,49,51,21,22,621,6.4,0.47,2160,22,40,OK,Oklahoma,South,-95.920056,36.106428,0,0
46220,"Tuscaloosa, AL Metro Area",239593,33.9,0.07,24345,5.83,0.6,0.92,0.81,0.89,0.29,0.74,0.56,1,0.9,9.7,0.025476418,0.010390515,0,0,0,0,115,4.8,0.47,176,7,1,AL,Alabama,South,-87.574338,33.190901,0,0
46340,"Tyler, TX Metro Area",225290,36.5,0.04,24837,5.6,0.6,0.93,0.84,0.89,0.23,0.76,0.59,0,0.93,10.4,0.029371104,0.034788215,2,9,0,0,127,5.8,0.47,291,13,48,TX,Texas,South,-95.297819,32.326711,0,0
46520,"Urban Honolulu, HI Metro Area",992605,37.5,0.04,33691,33.44,0.67,0.96,0.92,0.9,0.36,0.85,0.76,1,1.02,54.3,0.021477514,0.010457898,16,16,9,9,790,8,0.42,990,10,15,HI,Hawaii,West,-157.913704,21.372464,0,0
